delivery_date,field_no,contract_no,slip_no,delivery_qty,batch_id
2025-10-06,002-1,49300007,22,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-06,025-1,115100049,1,0.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-06,026-1,115100049,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-06,026-1,115100049,2,4.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-06,026-1,115100049,3,2.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-06,027-1,115900010,1,4.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,001-1,49300007,1,0.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,2,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,3,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,4,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,6,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,7,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,8,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,9,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,10,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,11,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,13,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,14,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,15,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,16,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,17,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,18,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,19,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,20,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,21,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,22,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,23,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,24,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,25,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,26,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,27,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,28,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,29,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,30,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,31,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,32,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,33,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,34,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,35,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,36,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,002-1,49300007,37,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,003-1,1167000001,1,0.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,2,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,3,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,4,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,6,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,7,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,8,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,9,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,10,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,11,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,13,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,14,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,15,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,16,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,17,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,18,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,19,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,20,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,21,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,22,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,23,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,24,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,25,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,26,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,27,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,28,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,29,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,30,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,31,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,32,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,33,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,34,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,35,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,36,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,37,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,38,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,39,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,40,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,41,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,42,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,43,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,44,4.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,45,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,46,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,47,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,004-1,1167000001,48,1.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-07,025-1,1600035,1,3.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,005-1,91000032,1,0.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,2,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,3,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,4,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,6,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,7,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,8,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,9,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,10,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,11,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,13,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,14,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,15,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,16,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-08,006-1,91000032,17,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,001-1,91000032,1,0.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,2,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,3,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,4,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,6,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,7,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,8,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,9,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,10,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,11,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,13,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,14,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,15,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,16,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,17,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,18,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,19,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,20,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,002-1,91000032,21,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,2,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,3,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,4,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,6,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,7,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,8,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,9,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,10,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,11,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,13,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,14,3.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,15,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,16,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,004-1,1018700009,17,4.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,016-1,1165600001,1,4.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,2,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,3,4.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,4,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,6,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,7,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,8,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,9,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,10,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,11,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,13,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,14,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,15,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,16,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,17,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,18,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,19,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,20,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,21,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,22,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,23,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,24,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,25,4.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,26,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,27,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,28,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,29,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-09,024-1,91000033,30,2.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,003-1,1108200006,1,0.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,2,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,3,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,4,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,6,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,7,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,8,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,9,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,10,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,11,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,13,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,14,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,15,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,16,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,17,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,18,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,19,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,20,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,21,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,22,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,23,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,24,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,25,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,26,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,27,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,28,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,29,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,30,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,31,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,32,2.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,004-1,1108200006,33,3.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,017-1,1167200001,1,4.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,017-1,1167200001,2,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,1,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,2,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,3,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,4,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,5,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,6,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,7,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,8,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,9,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,10,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,11,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,12,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,13,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,025-1,1167300001,14,2.25,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,1,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,2,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,3,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,4,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,6,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,7,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,8,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,9,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,10,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,11,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,13,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,14,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,15,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,16,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-10,028-1,1166800001,17,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,001-1,1159600002,1,0.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,1,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,2,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,3,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,4,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,5,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,6,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,7,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,8,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,9,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,10,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,11,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,12,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,13,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,14,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,15,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,16,5.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,17,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,18,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,19,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,20,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,21,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,22,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,002-1,1159600002,23,5.0,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,003-1,3600224,1,0.5,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,004-1,3600224,1,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
2025-10-11,004-1,3600224,2,4.75,3d44fccb-1015-4d87-9dcd-0dad8966f8cf
